gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
LOC119216787	21	84	17	8	1110.78	2221.56	92	1
LOC119216804	1	18	2	2	352.44	704.88	92	1
LOC119216807	30	38	5	3	432.63	865.26	92	1
LOC119216810	16	19	2	1	271.26	542.52	92	1
LOC119216816	24	38	6	9	566.28	1132.56	92	1
LOC119216818	10	17	15	8	612.8100000000001	1225.6200000000001	92	1
LOC119216825	16	25	7	8	430.65000000000003	861.3000000000001	92	1
LOC119216831	36	65	16	17	1094.94	2189.88	92	1
LOC119216837	45	66	8	13	563.3100000000001	1126.6200000000001	92	1
LOC119216838	17	19	2	3	419.76000000000005	839.5200000000001	92	1
LOC119216840	87	72	17	10	1096.92	2193.84	92	1
LOC119216845	10	7	2	3	196.02	392.04	92	1
LOC119216850	19	9	0	0	270.27000000000004	540.5400000000001	92	1
LOC119216856	24	28	8	6	442.53000000000003	885.0600000000001	92	1
LOC119216857	43	19	8	2	432.63	865.26	92	1
LOC119216859	10	38	17	14	689.0400000000001	1378.0800000000002	92	1
LOC119216860	11	13	21	11	484.11	968.22	92	1
LOC119216862	2	11	2	4	382.14000000000004	764.2800000000001	92	1
LOC119216869	21	27	10	13	493.02000000000004	986.0400000000001	92	1
LOC119216873	20	10	14	13	349.47	698.94	92	1
LOC119216874	16	9	7	5	368.28000000000003	736.5600000000001	92	1
LOC119216877	15	55	8	16	901.89	1803.78	92	1
LOC119216879	28	14	11	1	392.04	784.08	92	1
LOC119216886	28	32	14	17	550.44	1100.88	92	1
LOC119216895	10	28	10	20	584.1	1168.2	92	1
LOC119216904	43	42	16	11	817.74	1635.48	92	1
LOC119216908	46	90	13	6	1312.74	2625.48	92	1
LOC119216909	15	12	6	2	315.81	631.62	92	1
LOC119216913	49	43	19	9	769.23	1538.46	92	1
LOC119216915	8	42	6	12	411.84000000000003	823.6800000000001	92	1
LOC119216916	22	59	13	12	998.25	1996.5	92	1
LOC119216917	23	41	11	7	544.5	1089	92	1
LOC119216918	23	21	7	7	283.14	566.28	92	1
LOC119216919	19	23	4	4	315.81	631.62	92	1
LOC119216921	36	31	26	10	429.66	859.32	92	1
LOC119216923	65	51	27	23	824.6700000000001	1649.3400000000001	92	1
LOC119216926	2	1	2	1	315.81	631.62	92	1
LOC119216930	18	67	8	16	876.1500000000001	1752.3000000000002	92	1
LOC119216933	9	6	36	21	395.01	790.02	92	1
LOC119216934	0	9	0	2	173.25	346.5	92	1
LOC119216962	12	5	18	5	763.2900000000001	1526.5800000000002	92	1
LOC119216964	27	1	33	6	615.12	1230.24	92	1
LOC119216968	30	10	7	11	344.52000000000004	689.0400000000001	92	1
LOC119216974	5	11	2	1	214.83	429.66	92	1
LOC119216977	53	48	21	17	732.6	1465.2	92	1
LOC119216983	11	7	13	7	215.82000000000002	431.64000000000004	92	1
LOC119216988	57	56	8	11	516.78	1033.56	92	1
LOC119217003	11	38	8	8	574.2	1148.4	92	1
LOC119217005	78	46	27	9	1187.01	2374.02	92	1
LOC119217014	84	177	24	29	2212.65	4425.3	92	1
LOC119217015	17	24	2	5	475.20000000000005	950.4000000000001	92	1
LOC119217017	15	42	1	9	445.5	891	92	1
LOC119217020	12	23	3	7	315.81	631.62	92	1
LOC119217024	26	31	6	7	415.8	831.6	92	1
LOC119217033	28	71	2	13	605.88	1211.76	92	1
LOC119217036	10	40	14	5	522.72	1045.44	92	1
LOC119217042	26	60	4	14	882.09	1764.18	92	1
LOC119217043	33	40	6	3	452.43	904.86	92	1
LOC119217052	34	30	7	6	485.1	970.2	92	1
LOC119217064	33	46	8	4	651.4200000000001	1302.8400000000001	92	1
LOC119217065	16	5	4	1	246.51000000000002	493.02000000000004	92	1
LOC119217070	19	20	0	0	469.26000000000005	938.5200000000001	92	1
LOC119217072	13	11	9	6	336.6	673.2	92	1
LOC119217088	22	45	4	8	475.20000000000005	950.4000000000001	92	1
LOC119217090	3	9	0	2	68.31	136.62	92	1
LOC119217096	4	80	8	11	1058.31	2116.62	92	1
LOC119217100	16	17	1	2	273.24	546.48	92	1
LOC119217102	24	38	5	7	476.19	952.38	92	1
LOC119217103	7	12	1	2	191.07000000000002	382.14000000000004	92	1
LOC119217111	86	128	45	28	1619.64	3239.28	92	1
LOC119217114	11	45	5	9	504.90000000000003	1009.8000000000001	92	1
LOC119217115	1	10	2	3	198.99	397.98	92	1
LOC119217120	2	15	5	2	320.76	641.52	92	1
LOC119217125	34	33	21	17	751.4100000000001	1502.8200000000002	92	1
LOC119217130	0	11	4	1	342.54	685.08	92	1
LOC119217140	18	51	16	7	646.47	1292.94	92	1
LOC119217150	0	16	2	8	313.83000000000004	627.6600000000001	92	1
LOC119217153	22	12	6	4	270.27000000000004	540.5400000000001	92	1
LOC119217155	3	20	0	4	233.64000000000001	467.28000000000003	92	1
LOC119217158	13	5	2	1	150.48000000000002	300.96000000000004	92	1
LOC119217161	3	3	56	22	432.63	865.26	92	1
LOC119217166	73	38	13	4	561.33	1122.66	92	1
LOC119217168	22	25	0	1	291.06	582.12	92	1
LOC119217175	35	25	6	2	307.89	615.78	92	1
LOC119217178	0	3	0	0	97.02000000000001	194.04000000000002	92	1
LOC119217180	23	40	6	4	375.21000000000004	750.4200000000001	92	1
LOC119217182	7	12	4	5	366.3	732.6	92	1
LOC119217183	18	30	8	8	530.64	1061.28	92	1
LOC119217188	10	4	8	3	321.75	643.5	92	1
LOC119217191	8	19	14	4	471.24	942.48	92	1
LOC119217194	4	9	4	2	283.14	566.28	92	1
LOC119217200	15	12	3	2	199.98000000000002	399.96000000000004	92	1
LOC119217209	13	21	3	6	399.96000000000004	799.9200000000001	92	1
LOC119217211	4	16	5	4	300.96000000000004	601.9200000000001	92	1
LOC119217216	25	37	10	8	440.55	881.1	92	1
LOC119217220	6	6	4	1	266.31	532.62	92	1
LOC119217226	12	10	28	17	1413.72	2827.44	92	1
LOC119217227	3	1	17	10	1417.68	2835.36	92	1
LOC119217228	8	4	9	9	1548.69	3097.38	92	1
LOC119217229	24	15	43	22	2899.71	5799.42	92	1
LOC119217230	118	114	26	18	1638.45	3276.9	92	1
LOC119217231	26	20	14	7	485.1	970.2	92	1
LOC119217232	16	29	16	10	574.53	1149.06	92	1
LOC119217237	28	12	17	8	393.03000000000003	786.0600000000001	92	1
LOC119217240	34	45	13	4	849.09	1698.18	92	1
LOC119217242	13	8	2	2	239.58	479.16	92	1
LOC119217243	10	13	4	0	98.01	196.02	92	1
LOC119217247	12	5	3	0	242.55	485.1	92	1
LOC119217248	2	8	2	2	159.39000000000001	318.78000000000003	92	1
LOC119217254	5	18	4	5	183.15	366.3	92	1
LOC119217255	8	1	8	5	183.15	366.3	92	1
LOC119217256	10	7	1	2	120.78	241.56	92	1
LOC119217263	41	37	6	10	439.56	879.12	92	1
LOC119217265	8	21	8	8	323.73	647.46	92	1
LOC119217269	18	45	8	8	571.23	1142.46	92	1
LOC119217273	20	5	10	6	541.53	1083.06	92	1
LOC119217274	4	13	3	4	185.13	370.26	92	1
LOC119217276	12	29	3	3	504.90000000000003	1009.8000000000001	92	1
LOC119217277	54	38	12	7	449.46000000000004	898.9200000000001	92	1
LOC119217280	5	26	1	0	379.17	758.34	92	1
LOC119217329	21	26	5	6	298.98	597.96	92	1
LOC119217332	8	6	4	0	137.61	275.22	92	1
LOC119217334	34	30	6	6	248.49	496.98	92	1
LOC119217336	1	1	0	0	204.60000000000002	409.20000000000005	92	1
LOC119217338	1	14	0	4	225.72	451.44	92	1
LOC119217340	56	43	17	3	591.03	1182.06	92	1
LOC119217355	22	9	12	6	315.81	631.62	92	1
LOC119217356	34	59	13	12	766.26	1532.52	92	1
LOC119217357	67	49	11	6	1140.48	2280.96	92	1
LOC119217362	18	20	4	2	272.25	544.5	92	1
LOC119217364	7	35	5	5	304.92	609.84	92	1
LOC119217366	50	137	30	54	1750.3200000000002	3500.6400000000003	92	1
LOC119217367	30	104	25	27	1415.7	2831.4	92	1
LOC119217369	27	39	8	15	823.6800000000001	1647.3600000000001	92	1
LOC119217370	2	35	5	8	713.7900000000001	1427.5800000000002	92	1
LOC119217371	15	32	6	10	363.33000000000004	726.6600000000001	92	1
LOC119217372	3	10	9	2	255.42000000000002	510.84000000000003	92	1
LOC119217373	8	30	4	4	243.54000000000002	487.08000000000004	92	1
LOC119217374	0	1	0	2	67.32000000000001	134.64000000000001	92	1
LOC119217379	24	78	23	23	890.01	1780.02	92	1
LOC119217385	1	1	8	3	577.1700000000001	1154.3400000000001	92	1
LOC119217389	37	64	8	14	749.76	1499.52	92	1
LOC119217391	12	67	6	15	724.6800000000001	1449.3600000000001	92	1
LOC119217392	0	18	15	10	561.33	1122.66	92	1
LOC119217395	37	169	24	37	2314.62	4629.24	92	1
LOC119217398	38	193	15	31	1869.1200000000001	3738.2400000000002	92	1
LOC119217399	12	25	9	3	320.76	641.52	92	1
LOC119217403	12	10	15	2	303.93	607.86	92	1
LOC119217404	47	31	20	6	295.02000000000004	590.0400000000001	92	1
LOC119217405	34	6	9	1	279.18	558.36	92	1
LOC119217410	38	34	8	6	404.91	809.82	92	1
LOC119217412	46	72	19	18	825.99	1651.98	92	1
LOC119217413	9	36	0	5	304.92	609.84	92	1
LOC119217417	22	20	9	5	488.07000000000005	976.1400000000001	92	1
LOC119217420	18	19	6	3	521.73	1043.46	92	1
LOC119217423	36	28	12	7	455.40000000000003	910.8000000000001	92	1
LOC119217430	28	40	15	18	714.7800000000001	1429.5600000000002	92	1
LOC119217437	4	20	2	6	208.89000000000001	417.78000000000003	92	1
LOC119217441	30	44	7	5	592.02	1184.04	92	1
LOC119217442	21	36	5	8	541.53	1083.06	92	1
LOC119217444	11	14	17	8	430.65000000000003	861.3000000000001	92	1
LOC119217445	10	35	1	3	423.72	847.44	92	1
LOC119217449	4	23	1	4	259.38	518.76	92	1
LOC119217452	28	81	21	10	1061.28	2122.56	92	1
LOC119217453	9	31	6	3	356.40000000000003	712.8000000000001	92	1
LOC119217454	7	8	6	5	133.65	267.3	92	1
LOC119217455	4	7	1	2	128.70000000000002	257.40000000000003	92	1
LOC119217462	6	46	6	12	901.23	1802.46	92	1
LOC119217477	49	51	17	12	705.87	1411.74	92	1
LOC119217484	5	9	3	4	228.69	457.38	92	1
LOC119217486	4	17	2	5	270.27000000000004	540.5400000000001	92	1
LOC119217488	37	51	16	13	664.2900000000001	1328.5800000000002	92	1
LOC119217494	41	31	14	9	356.40000000000003	712.8000000000001	92	1
LOC119217496	2	84	12	4	750.4200000000001	1500.8400000000001	92	1
LOC119217497	5	16	4	3	540.5400000000001	1081.0800000000002	92	1
LOC119217498	38	34	9	11	519.75	1039.5	92	1
LOC119217505	1	15	4	3	182.16	364.32	92	1
LOC119217506	4	14	3	5	387.75	775.5	92	1
LOC119217509	13	21	18	18	447.15000000000003	894.3000000000001	92	1
LOC119217510	6	7	19	13	446.16	892.32	92	1
LOC119217512	30	51	8	6	492.69	985.38	92	1
LOC119217513	10	27	6	6	379.17	758.34	92	1
LOC119217515	1	20	3	3	233.64000000000001	467.28000000000003	92	1
LOC119217520	13	38	4	5	495	990	92	1
LOC119217527	11	8	7	6	396.33000000000004	792.6600000000001	92	1
LOC119217529	100	103	31	18	1180.0800000000002	2360.1600000000003	92	1
LOC119217531	20	82	29	29	1303.8300000000002	2607.6600000000003	92	1
LOC119217533	2	2	16	9	364.65000000000003	729.3000000000001	92	1
LOC119217534	4	40	9	10	847.44	1694.88	92	1
LOC119217536	127	104	38	20	1663.2	3326.4	92	1
LOC119217548	57	31	27	12	578.49	1156.98	92	1
LOC119217551	129	243	47	63	2902.02	5804.04	92	1
LOC119217552	3	59	10	22	769.23	1538.46	92	1
LOC119217554	35	22	9	4	515.7900000000001	1031.5800000000002	92	1
LOC119217555	11	40	5	4	397.98	795.96	92	1
LOC119217556	14	25	4	5	356.40000000000003	712.8000000000001	92	1
LOC119217557	30	23	14	1	346.5	693	92	1
LOC119217559	22	21	14	10	255.42000000000002	510.84000000000003	92	1
LOC119217563	42	19	27	8	528.99	1057.98	92	1
LOC119217563,LOC119218478	8	4	0	0	48.18	96.36	92	1
LOC119217564	11	4	6	5	112.86	225.72	92	1
LOC119217565	28	51	39	22	888.0300000000001	1776.0600000000002	92	1
LOC119217568	26	20	6	6	407.88	815.76	92	1
LOC119217573	47	56	11	4	539.5500000000001	1079.1000000000001	92	1
LOC119217574	78	101	21	16	1007.82	2015.64	92	1
LOC119217577	3	2	30	20	896.94	1793.88	92	1
LOC119217578	16	19	15	3	349.47	698.94	92	1
LOC119217586	6	21	2	4	413.82	827.64	92	1
LOC119217587	26	25	27	10	914.4300000000001	1828.8600000000001	92	1
LOC119217587,LOC119218312	2	0	0	1	107.25	214.5	92	1
LOC119217590	8	25	2	6	534.27	1068.54	92	1
LOC119217595	4	1	2	0	177.21	354.42	92	1
LOC119217600	13	23	5	4	142.56	285.12	92	1
LOC119217601	34	48	13	15	694.98	1389.96	92	1
LOC119217602	17	40	12	14	691.02	1382.04	92	1
LOC119217604	14	23	7	4	487.08000000000004	974.1600000000001	92	1
LOC119217605	19	31	11	10	473.88	947.76	92	1
LOC119217606	22	27	13	6	446.49	892.98	92	1
LOC119217613	8	7	21	11	928.2900000000001	1856.5800000000002	92	1
LOC119217616	20	40	3	4	355.41	710.82	92	1
LOC119217618	11	42	0	5	516.78	1033.56	92	1
LOC119217619	26	27	0	0	257.40000000000003	514.8000000000001	92	1
LOC119217621	14	95	3	14	1131.9	2263.8	92	1
LOC119217622	26	29	6	4	362.34000000000003	724.6800000000001	92	1
LOC119217624	4	2	0	0	283.14	566.28	92	1
LOC119217625	7	28	15	15	587.07	1174.14	92	1
LOC119217633	2	23	1	1	279.18	558.36	92	1
LOC119217636	13	50	23	21	927.63	1855.26	92	1
LOC119217637	70	103	32	23	1467.18	2934.36	92	1
LOC119217639	16	62	6	8	800.9100000000001	1601.8200000000002	92	1
LOC119217641	1	17	3	0	348.48	696.96	92	1
LOC119217643	4	1	14	2	331.98	663.96	92	1
LOC119217652	10	16	0	2	178.20000000000002	356.40000000000003	92	1
LOC119217653	21	1	8	4	228.69	457.38	92	1
LOC119217656	3	51	2	16	458.37	916.74	92	1
LOC119217657	1	0	4	4	279.18	558.36	92	1
LOC119217658	39	21	17	6	342.54	685.08	92	1
LOC119217659	0	2	5	5	181.17000000000002	362.34000000000003	92	1
LOC119217661	26	45	12	14	1037.52	2075.04	92	1
LOC119217664	1	36	1	11	440.55	881.1	92	1
LOC119217666	39	56	24	22	1299.21	2598.42	92	1
LOC119217668	21	17	10	6	395.01	790.02	92	1
LOC119217673	29	104	36	42	2197.8	4395.6	92	1
LOC119217674	7	23	4	3	235.62	471.24	92	1
LOC119217675	10	21	7	8	567.27	1134.54	92	1
LOC119217678	2	36	4	5	448.47	896.94	92	1
LOC119217680	3	16	1	4	203.94	407.88	92	1
LOC119217684	33	20	11	8	591.69	1183.38	92	1
LOC119217685	46	47	10	7	623.37	1246.74	92	1
LOC119217689	28	20	2	6	295.02000000000004	590.0400000000001	92	1
LOC119217690	10	13	4	2	188.10000000000002	376.20000000000005	92	1
LOC119217692	13	8	16	2	374.22	748.44	92	1
LOC119217694	9	17	4	7	454.41	908.82	92	1
LOC119217696	77	143	22	27	1791.9	3583.8	92	1
LOC119217697	174	108	43	25	1566.18	3132.36	92	1
LOC119217699	22	116	13	13	1173.15	2346.3	92	1
LOC119217701	23	88	10	10	1100.55	2201.1	92	1
LOC119217703	57	44	48	34	917.73	1835.46	92	1
LOC119217706	24	69	13	10	858.33	1716.66	92	1
LOC119217708	54	67	17	12	761.3100000000001	1522.6200000000001	92	1
LOC119217714	18	44	12	12	647.46	1294.92	92	1
LOC119217715	9	41	3	8	640.5300000000001	1281.0600000000002	92	1
LOC119217716	25	44	10	5	632.61	1265.22	92	1
LOC119217718	39	33	14	12	563.3100000000001	1126.6200000000001	92	1
LOC119217721	13	34	2	5	407.88	815.76	92	1
LOC119217722	17	34	8	9	520.74	1041.48	92	1
LOC119217724	9	38	2	2	520.74	1041.48	92	1
LOC119217726	6	49	3	5	503.91	1007.82	92	1
LOC119217727	5	45	2	4	463.32000000000005	926.6400000000001	92	1
LOC119217731	32	37	5	3	416.79	833.58	92	1
LOC119217732	8	18	7	3	289.41	578.82	92	1
LOC119217734	17	31	3	3	381.15000000000003	762.3000000000001	92	1
LOC119217735	27	25	6	3	378.18	756.36	92	1
LOC119217736	6	10	2	2	110.88000000000001	221.76000000000002	92	1
LOC119217737	1	52	3	11	773.19	1546.38	92	1
LOC119217741	11	39	3	3	342.54	685.08	92	1
LOC119217742	8	37	2	3	324.72	649.44	92	1
LOC119217744	20	14	5	4	274.56	549.12	92	1
LOC119217746	37	46	8	6	685.08	1370.16	92	1
LOC119217747	12	11	0	0	288.09000000000003	576.1800000000001	92	1
LOC119217753	5	13	1	2	198	396	92	1
LOC119217763	1	1	0	0	111.87	223.74	92	1
LOC119217764	4	4	0	0	83.16000000000001	166.32000000000002	92	1
LOC119217768	19	12	2	6	300.96000000000004	601.9200000000001	92	1
LOC119217773	44	74	18	28	1073.16	2146.32	92	1
LOC119217774	31	53	6	9	549.45	1098.9	92	1
LOC119217777	10	24	8	4	434.61	869.22	92	1
LOC119217778	22	30	2	2	335.61	671.22	92	1
LOC119217780	24	18	4	4	297	594	92	1
LOC119217786	54	131	28	35	2164.1400000000003	4328.280000000001	92	1
LOC119217791	15	37	2	11	425.70000000000005	851.4000000000001	92	1
LOC119217796	13	33	1	2	424.71000000000004	849.4200000000001	92	1
LOC119217801	62	60	22	9	913.7700000000001	1827.5400000000002	92	1
LOC119217803	27	34	19	11	415.8	831.6	92	1
LOC119217805	43	40	25	22	777.1500000000001	1554.3000000000002	92	1
LOC119217818	4	58	3	10	501.93	1003.86	92	1
LOC119217820	8	46	2	10	511.83000000000004	1023.6600000000001	92	1
LOC119217821	11	32	11	7	454.41	908.82	92	1
LOC119217825	18	5	19	9	376.20000000000005	752.4000000000001	92	1
LOC119217826	26	9	7	5	272.25	544.5	92	1
LOC119217831	7	21	2	0	313.17	626.34	92	1
LOC119217834	2	1	3	0	194.04000000000002	388.08000000000004	92	1
LOC119217835	5	3	4	2	247.5	495	92	1
LOC119217854	60	70	31	26	2180.9700000000003	4361.9400000000005	92	1
LOC119217855	56	68	37	19	2137.4100000000003	4274.820000000001	92	1
LOC119217856	64	59	72	59	1708.41	3416.82	92	1
LOC119217859	119	94	27	31	1561.5600000000002	3123.1200000000003	92	1
LOC119217861	44	49	30	22	1490.94	2981.88	92	1
LOC119217862	4	18	1	2	212.85000000000002	425.70000000000005	92	1
LOC119217865	70	47	33	21	1250.3700000000001	2500.7400000000002	92	1
LOC119217868	127	82	18	18	1141.14	2282.28	92	1
LOC119217870	30	32	33	22	1094.94	2189.88	92	1
LOC119217871	86	76	35	33	1027.29	2054.58	92	1
LOC119217875	3	1	54	11	881.1	1762.2	92	1
LOC119217882	2	47	13	8	911.7900000000001	1823.5800000000002	92	1
LOC119217883	110	73	28	11	897.9300000000001	1795.8600000000001	92	1
LOC119217884	22	87	11	24	891.99	1783.98	92	1
LOC119217885	31	59	7	6	874.1700000000001	1748.3400000000001	92	1
LOC119217886	25	35	17	8	869.22	1738.44	92	1
LOC119217891	7	5	27	19	816.75	1633.5	92	1
LOC119217892	25	30	11	15	812.7900000000001	1625.5800000000002	92	1
LOC119217894	24	26	12	11	802.89	1605.78	92	1
LOC119217895	22	4	55	20	632.94	1265.88	92	1
LOC119217900	18	9	11	9	750.4200000000001	1500.8400000000001	92	1
LOC119217917	14	4	15	7	654.0600000000001	1308.1200000000001	92	1
LOC119217924	25	27	17	5	606.87	1213.74	92	1
LOC119217926	17	32	40	13	598.95	1197.9	92	1
LOC119217927	19	45	12	12	604.89	1209.78	92	1
LOC119217932	10	21	6	4	565.2900000000001	1130.5800000000002	92	1
LOC119217933	14	23	7	7	570.57	1141.14	92	1
LOC119217935	35	17	18	6	562.32	1124.64	92	1
LOC119217936	6	1	11	5	504.90000000000003	1009.8000000000001	92	1
LOC119217938	1	1	0	0	556.38	1112.76	92	1
LOC119217941	51	37	34	15	543.51	1087.02	92	1
LOC119217943	24	23	9	10	542.52	1085.04	92	1
LOC119217945	3	1	16	2	540.5400000000001	1081.0800000000002	92	1
LOC119217946	16	4	35	17	426.03000000000003	852.0600000000001	92	1
LOC119217947	15	4	70	22	444.18	888.36	92	1
LOC119217948	0	1	20	10	538.5600000000001	1077.1200000000001	92	1
LOC119217949	14	3	22	8	254.10000000000002	508.20000000000005	92	1
LOC119217950	4	1	1	0	114.18	228.36	92	1
LOC119217953	2	4	31	10	530.64	1061.28	92	1
LOC119217957	4	8	23	18	517.77	1035.54	92	1
LOC119217962	19	3	28	9	522.72	1045.44	92	1
LOC119217963	20	35	3	16	499.95000000000005	999.9000000000001	92	1
LOC119217966	16	32	7	8	488.07000000000005	976.1400000000001	92	1
LOC119217968	2	24	4	3	475.20000000000005	950.4000000000001	92	1
LOC119217971	24	25	7	12	464.31	928.62	92	1
LOC119217972	47	19	11	6	460.35	920.7	92	1
LOC119217973	5	5	33	5	459.36	918.72	92	1
LOC119217978	22	14	12	4	408.87	817.74	92	1
LOC119217983	0	11	1	7	391.05	782.1	92	1
LOC119217984	7	3	5	3	347.82	695.64	92	1
LOC119217986	4	0	13	6	375.54	751.08	92	1
LOC119217988	7	21	19	7	381.15000000000003	762.3000000000001	92	1
LOC119217992	10	16	10	6	369.27000000000004	738.5400000000001	92	1
LOC119217993	10	5	15	6	365.31	730.62	92	1
LOC119217994	25	8	25	6	708.84	1417.68	92	1
LOC119217995	9	4	10	2	362.34000000000003	724.6800000000001	92	1
LOC119217996	11	19	7	2	354.42	708.84	92	1
LOC119217999	6	5	12	9	349.47	698.94	92	1
LOC119218000	2	11	12	7	348.48	696.96	92	1
LOC119218001	3	8	10	1	347.49	694.98	92	1
LOC119218003	28	27	7	2	343.53000000000003	687.0600000000001	92	1
LOC119218008	21	8	3	1	330.66	661.32	92	1
LOC119218009	3	2	80	25	330.66	661.32	92	1
LOC119218011	32	32	39	11	317.46000000000004	634.9200000000001	92	1
LOC119218012	4	19	4	6	314.82	629.64	92	1
LOC119218014	21	9	8	3	312.84000000000003	625.6800000000001	92	1
LOC119218019	3	3	2	5	406.89000000000004	813.7800000000001	92	1
LOC119218022	6	16	6	4	314.82	629.64	92	1
LOC119218023	4	4	6	6	245.52	491.04	92	1
LOC119218024	4	19	12	2	245.52	491.04	92	1
LOC119218029	4	6	37	9	238.59	477.18	92	1
LOC119218031	26	12	0	0	238.59	477.18	92	1
LOC119218032	3	9	1	1	267.3	534.6	92	1
LOC119218036	0	8	2	2	200.97	401.94	92	1
LOC119218045	9	23	1	8	229.68	459.36	92	1
LOC119218049	4	3	1	0	163.35	326.7	92	1
LOC119218054	8	6	1	1	151.47	302.94	92	1
LOC119218055	14	8	6	4	150.48000000000002	300.96000000000004	92	1
LOC119218056	3	3	0	2	147.51000000000002	295.02000000000004	92	1
LOC119218061	2	5	0	2	104.94000000000001	209.88000000000002	92	1
LOC119218064	7	6	20	12	192.06	384.12	92	1
LOC119218065	25	84	25	20	1703.7900000000002	3407.5800000000004	92	1
LOC119218068	2	4	3	1	265.32	530.64	92	1
LOC119218087	23	36	6	10	553.4100000000001	1106.8200000000002	92	1
LOC119218090	23	21	13	7	453.42	906.84	92	1
LOC119218093	2	29	2	5	214.5	429	92	1
LOC119218097	6	24	8	12	364.65000000000003	729.3000000000001	92	1
LOC119218101	6	10	4	4	239.58	479.16	92	1
LOC119218104	6	25	0	8	251.46	502.92	92	1
LOC119218106	25	41	32	11	367.29	734.58	92	1
LOC119218108	46	12	7	5	283.14	566.28	92	1
LOC119218117	11	4	4	4	574.53	1149.06	92	1
LOC119218125	1	20	1	1	283.14	566.28	92	1
LOC119218127	39	26	25	7	512.82	1025.64	92	1
LOC119218131	15	88	10	16	895.62	1791.24	92	1
LOC119218135	12	7	1	2	105.93	211.86	92	1
LOC119218136	27	31	6	6	456.39000000000004	912.7800000000001	92	1
LOC119218144	0	7	0	3	83.16000000000001	166.32000000000002	92	1
LOC119218145	23	45	7	10	603.9	1207.8	92	1
LOC119218146	23	37	12	10	718.74	1437.48	92	1
LOC119218147	45	71	11	10	624.69	1249.38	92	1
LOC119218150	7	19	8	7	508.86	1017.72	92	1
LOC119218151	10	13	3	1	312.84000000000003	625.6800000000001	92	1
LOC119218152	54	139	15	25	1942.38	3884.76	92	1
LOC119218169	17	13	11	3	227.70000000000002	455.40000000000003	92	1
LOC119218172	22	47	8	11	792.99	1585.98	92	1
LOC119218173	62	101	11	20	1323.3	2646.6	92	1
LOC119218174	22	64	15	12	743.49	1486.98	92	1
LOC119218176	16	39	4	14	567.27	1134.54	92	1
LOC119218177	11	30	2	9	494.01000000000005	988.0200000000001	92	1
LOC119218178	41	24	12	3	350.46000000000004	700.9200000000001	92	1
LOC119218180	37	14	9	8	389.73	779.46	92	1
LOC119218183	58	69	22	18	954.36	1908.72	92	1
LOC119218185	4	28	3	10	468.27000000000004	936.5400000000001	92	1
LOC119218187	10	36	6	5	687.0600000000001	1374.1200000000001	92	1
LOC119218197	7	22	2	5	338.58000000000004	677.1600000000001	92	1
LOC119218201	34	69	10	7	794.97	1589.94	92	1
LOC119218204	64	31	15	10	774.1800000000001	1548.3600000000001	92	1
LOC119218208	75	46	37	14	824.6700000000001	1649.3400000000001	92	1
LOC119218213	18	19	13	8	434.94	869.88	92	1
LOC119218215	45	15	7	2	292.05	584.1	92	1
LOC119218216	29	36	16	11	664.2900000000001	1328.5800000000002	92	1
LOC119218222	0	61	3	14	891	1782	92	1
LOC119218225	6	1	4	1	228.69	457.38	92	1
LOC119218226	106	162	22	32	1403.8200000000002	2807.6400000000003	92	1
LOC119218227	20	68	8	6	877.14	1754.28	92	1
LOC119218234	22	16	6	2	282.15000000000003	564.3000000000001	92	1
LOC119218238	12	41	5	4	627.6600000000001	1255.3200000000002	92	1
LOC119218240	23	72	9	7	945.45	1890.9	92	1
LOC119218241	4	10	6	5	589.0500000000001	1178.1000000000001	92	1
LOC119218245	23	25	30	17	793.98	1587.96	92	1
LOC119218246	7	11	2	3	239.58	479.16	92	1
LOC119218252	29	45	5	2	579.15	1158.3	92	1
LOC119218261	6	32	3	5	399.96000000000004	799.9200000000001	92	1
LOC119218262	12	34	3	4	411.84000000000003	823.6800000000001	92	1
LOC119218263	36	28	8	3	395.01	790.02	92	1
LOC119218267	5	17	4	7	478.17	956.34	92	1
LOC119218268	1	0	11	3	212.85000000000002	425.70000000000005	92	1
LOC119218273	2	9	8	5	218.79000000000002	437.58000000000004	92	1
LOC119218275	0	4	0	1	73.26	146.52	92	1
LOC119218276	27	30	8	5	290.07	580.14	92	1
LOC119218282	19	23	6	3	306.90000000000003	613.8000000000001	92	1
LOC119218286	141	168	53	40	2080.98	4161.96	92	1
LOC119218290	31	20	7	4	265.32	530.64	92	1
LOC119218294	87	43	15	18	855.36	1710.72	92	1
LOC119218295	12	17	0	0	207.9	415.8	92	1
LOC119218300	29	26	8	2	259.38	518.76	92	1
LOC119218301	18	11	4	4	223.74	447.48	92	1
LOC119218306	24	1	71	25	653.4	1306.8	92	1
LOC119218307	3	24	4	5	318.78000000000003	637.5600000000001	92	1
LOC119218308	28	10	33	7	269.28000000000003	538.5600000000001	92	1
LOC119218311	11	18	7	8	557.7	1115.4	92	1
LOC119218317	9	31	10	14	502.92	1005.84	92	1
LOC119218318	17	29	13	9	545.49	1090.98	92	1
LOC119218321	8	7	1	2	218.79000000000002	437.58000000000004	92	1
LOC119218322	31	151	12	26	1936.44	3872.88	92	1
LOC119218323	79	105	25	19	1571.13	3142.26	92	1
LOC119218324	28	36	95	35	1411.74	2823.48	92	1
LOC119218326	38	29	12	7	383.13	766.26	92	1
